ASN.SITE.NO,DAY,MONTH,YEAR,DOC,A350,SR,BA,FI,HIX,HIXOHNO,C1,C2,C3,C4,C5,C6,C7,SUVA254,CHL,DISC,DO,FieldNotes,NH4,NO3,pH,SAL,S.COND,SRP,TDN,TDP,TEMP,TP,TSS,DIC,A254,DO.PER,PP,PN,PC,C1.Per,C2.Per,C3.Per,C4.Per,C5.Per,C6.Per,C7.Per
2,,11,2005,9.039,5.657878349,0.976084348,0.748030512,1.416321121,6.310390934,0.86320841,,,,,,,,2.161877614,,,,,,,,,,,686,5.30065,,8.354475,,,,,,,,,,,,,,
3,,11,2005,7.555,5.813618643,0.989412522,0.52801293,1.446891253,19.85598517,0.952052133,,,,,,,,2.620377504,,,,,,,,,,,625,0.5116,,4.547925,,,,,,,,,,,,,,
4,7,11,2005,15.493,9.952768096,1.042541982,0.570863969,1.407116376,15.17690833,0.938183491,,,,,,,,2.560474717,,,8.6,,,,,,,,824,4.6165,8,23.79215,,,,,,,,,,,,,,
5,7,11,2005,15.641,9.420243813,1.040513455,0.604758088,1.41462024,18.75819002,0.949388077,,,,,,,,2.457445848,,,10.2,,,,,,,,936,4.6165,8.1,22.10035,,,,,,,,,,,,,,
6,,11,2005,11.562,6.447491957,0.902040229,0.601546933,,12.9084938,0.928101489,,,,,,,,2.291774084,,0.6767,,,,,,,,,862,1.65185,,9.8348,,,,,,,,,,,,,,
7,,11,2005,15.2,11.25616685,0.881892917,0.542169026,1.431095598,19.94141902,0.952247744,,,,,,,,2.706546069,,,,,,,,,,,821,10.5458,,12.3725,,,,,,,,,,,,,,
8,,11,2005,11.485,7.701551517,0.83206104,0.549318332,,21.27940805,0.955115504,,,,,,,,2.512107228,,0.1289,,,,,,,,,1141,2.56405,,7.931525,,,,,,,,,,,,,,
9,,11,2005,9.828,5.794128924,1.167656186,0.629942327,1.464173448,9.073015936,0.900724867,,,,,,,,2.022533814,,0.2384,,,,,,,,,795,5.5287,,18.082325,,,,,,,,,,,,,,
10,,11,2005,4.209,1.608407464,1.918281501,-0.008318299,,9.270945968,0.902637985,,,,,,,,0.837508711,,0.192,,,,,,,,,1690,-0.8567,,15.967575,,,,,,,,,,,,,,
11,,11,2005,6.596,2.798078494,1.964637366,0.686841705,1.521652408,6.018613238,0.857521712,,,,,,,,1.578948635,,5.6628,,,,,,,,,734,1.8799,,10.6807,,,,,,,,,,,,,,
12,7,11,2005,6.31,4.579118726,1.044468766,0.561254793,,12.68811697,0.926943932,,,,,,,,2.122945392,,0.450488,11.3,,,,,,,,1067,0.0555,8.3,5.393825,,,,,,,,,,,,,,
13,7,11,2005,7.674,6.024674237,0.875745041,0.517965266,,16.03545917,0.941298911,,,,,,,,2.615933573,,0.217952,12,,,,,,,,1029,0.0555,8.3,6.02825,,,,,,,,,,,,,,
14,,11,2005,9.422,5.370434627,1.135114271,0.660867449,,9.655688923,0.906153417,,,,,,,,2.163776409,,,,,,,,,,,1078,37.4557,,76.872375,,,,,,,,,,,,,,
16,,11,2005,6.417,3.699884151,0.976438281,0.583151458,,13.9812878,0.933250064,,,,,,,,1.950529975,,,,,,,,,,,1103,3.2482,,7.508575,,,,,,,,,,,,,,
17,,11,2005,17.273,12.44900764,0.872061523,0.547500255,,21.45324805,0.955463014,,,,,,,,2.782705629,,,,,,,,,,,971,6.21285,,10.469225,,,,,,,,,,,,,,
18,,11,2005,6.374,3.807806724,1.22011,0.623086102,,12.18661684,0.924165537,,,,,,,,2.017227287,,0.913,,,,,,,,,1431,3.93235,,11.10365,,,,,,,,,,,,,,
19,,11,2005,10.767,4.540857618,1.05543649,0.60324411,,9.867023778,0.907978484,,,,,,,,1.804048567,,,,,,,,,,,1359,3.7043,,19.351175,,,,,,,,,,,,,,
22,,11,2005,6.31,4.152356406,1.168390825,0.572562268,,8.523841231,0.89500035,,,,,,,,2.097573662,,,,,,,,,,,792,-0.62865,,6.239725,,,,,,,,,,,,,,
23,,11,2005,7.675,4.703162223,0.976385617,0.538521327,,16.92500459,0.944212009,,,,,,,,2.265341436,,0.02829,,,,,,,,,922,1.65185,,6.4512,,,,,,,,,,,,,,
24,,11,2005,6.634,2.483389166,1.172847536,0.677966112,,8.257928749,0.891984479,,,,,,,,1.708379434,,,,,,,,,,,993,6.4409,,15.33315,,,,,,,,,,,,,,
27,,11,2005,4.94,3.151223219,1.150636433,0.554655954,,15.93303692,0.940943848,,,,,,,,1.876091077,,1.166,,,,,,,,,1557,0,,3.702025,,,,,,,,,,,,,,
28,,11,2005,4.299,2.838590349,1.275004712,0.548632853,,18.25470703,0.948064647,,,,,,,,1.772952698,,0.5446,,,,,,,,,1650,0,,7.72005,,,,,,,,,,,,,,
29,,11,2005,7.497,4.195781261,0.940275901,0.615159944,,14.8271712,0.936817515,,,,,,,,2.046922937,,0.003998,,,,,,,,,1088,1.4238,,5.816775,,,,,,,,,,,,,,
30,,11,2005,,3.574899216,0.94130978,0.602927026,,13.54792163,0.931261659,,,,,,,,,,0.2496,,,,,,,,,,5.0726,,20.8315,,,,,,,,,,,,,,
31,,11,2005,12.645,7.582769228,0.953633947,0.593413569,,13.23265335,0.929739032,,,,,,,,2.427792481,,0.267,,,,,,,,,1206,3.2482,,20.8315,,,,,,,,,,,,,,
32,,11,2005,5.682,,,,,,,,,,,,,,,,0.5293,,,,,,,,,1667,3.47625,,18.082325,,,,,,,,,,,,,,
33,,11,2005,4.727,2.319481424,0.921152816,0.572947924,,17.97202747,0.947290821,,,,,,,,1.700052491,,2.029,,,,,,,,,1348,0,,7.085625,,,,,,,,,,,,,,
34,,11,2005,5.896,,,,,,,,,,,,,,,,0.0492,,,,,,,,,1429,2.56405,,8.777425,,,,,,,,,,,,,,
35,,11,2005,6.854,4.006420164,1.121252591,0.608561872,,14.26210086,0.934478221,,,,,,,,2.12378469,,0.06346612,,,,,,,,,1655,0.5116,,22.94625,,,,,,,,,,,,,,
36,,11,2005,11.385,,,,,,,,,,,,,,,,0.0656,,,,,,,,,1319,3.2482,,9.200375,,,,,,,,,,,,,,
37,,11,2005,3.739,2.694037301,1.644831934,0.571154146,,11.04647232,0.916988146,,,,,,,,1.741295534,,0.538988,,,,,,,,,1577,5.0726,,11.315125,,,,,,,,,,,,,,
38,,11,2005,6.607,,,,,,,,,,,,,,,,0.1268,,,,,,,,,1186,2.10795,,11.10365,,,,,,,,,,,,,,
1,,9,2005,8.19,6.996998636,0.469331559,0.577841165,1.42658908,14.25055479,0.934428615,,,,,,,,3.562922105,,,,,,,8.189,,310,,,7.160375,18,12.632555,,,,,,,,,,,,,,
2,,9,2005,17.64,8.628967974,1.049837477,0.663617549,1.500850335,11.61632996,0.920737647,,,,,,,,2.069858349,,0,,,,,8.242,,690,,,12.024535,18,28.59308,,,,,,,,,,,,,,
3,,9,2005,8.774,7.742172487,1.003809461,0.514773377,,21.21915258,0.954993783,,,,,,,,3.000399565,,0,,,,,8.134,,355,,,0.472155,22,4.424285,,,,,,,,,,,,,,
4,,9,2005,18.21,11.63472907,0.750190306,0.558503723,1.389004276,16.88011164,0.944071938,,,,,,,,2.977378494,,0,,,,,7.977,,456,,,8.52842,16,13.544585,,,,,,,,,,,,,,
6,,9,2005,9.401,7.937330438,1.058544429,0.683097767,1.453201955,10.96324291,0.916410625,,,,,,,,2.314008844,,0.17,,,,,8.291,,540,,,6.09634,21,14.0006,,,,,,,,,,,,,,
7,,9,2005,15.91,13.01670914,0.275894585,0.557089363,1.395136408,19.58657487,0.951424654,,,,,,,,3.528182014,,0,,,,,8.3,,589,,,4.8803,23,8.83243,,,,,,,,,,,,,,
8,,9,2005,7.973,7.92844216,0.980080189,0.558866626,1.597477007,19.9291261,0.952219696,,,,,,,,3.847791567,,0.052,,,,,8.353,,474,,,3.36025,20,10.04847,,,,,,,,,,,,,,
9,,9,2005,11,8.961149721,0.214027959,0.620346902,1.409500864,12.77570163,0.927408416,,,,,,,,3.446468156,,,,,,,8.095,,440,,,24.488945,18,16.584685,,,,,,,,,,,,,,
10,,9,2005,4.273,0.691185918,,0.663014073,,7.931754975,0.88803992,,,,,,,,1.210980393,,0.011,,,,,8.325,,374,,,0.472155,19.5,18.408745,,,,,,,,,,,,,,
11,,9,2005,6.476,2.492421594,2.48547133,0.698308614,1.449231736,7.259987503,0.878934442,,,,,,,,1.56615528,,0.87,,,,,8.021,,179,,,2.75223,21,11.56852,,,,,,,,,,,,,,
12,,9,2005,5.658,2.233991575,1.32314573,0.577457096,1.396258952,24.53542599,0.960838719,,,,,,,,1.19900878,,0.135,,,,,8.421,,310,,,1.8402,14,2.14421,,,,,,,,,,,,,,
13,,9,2005,5.83,6.965914212,1.332061121,0.570896675,,16.63872948,0.943306574,,,,,,,,1.535033896,,0.027,,,,,8.376,,253,,,4.728295,15,2.296215,,,,,,,,,,,,,,
14,,9,2005,12.03,5.78230094,1.188920418,0.744918503,,6.463305868,0.866011119,,,,,,,,2.036489413,,,,,,,8.287,,671,,,14.30461,19,81.79483,,,,,,,,,,,,,,
16,,9,2005,4.692,4.714436095,1.248591189,0.617059566,,12.37440487,0.925230318,,,,,,,,3.35985424,,0.078,,,,,8.296,,389,,,,19,19.47278,,,,,,,,,,,,,,
17,,9,2005,17.92,14.72965951,0.909003368,0.554964416,,17.55698067,0.946111923,,,,,,,,3.309876836,,0,,,,,8.178,,435,,,15.672655,20,65.37829,,,,,,,,,,,,,,
18,,9,2005,5.725,3.632427564,0.826725194,0.64000518,,8.746368769,0.897397685,,,,,,,,1.55733816,,0.486,,,,,8.288,,364,,,,19,14.30461,,,,,,,,,,,,,,
19,,9,2005,12.4,3.613094495,1.080100388,0.667348705,,7.275659581,0.87916371,,,,,,,,1.682507629,,,,,,,8.197,,335,,,1.53619,19,20.840825,,,,,,,,,,,,,,
22,,9,2005,5.763,2.178908778,0.905632213,0.519501109,,10.00157169,0.909103896,,,,,,,,2.202945597,,,,,,,7.695,,100,,,2.296215,19,3.208245,,,,,,,,,,,,,,
23,,9,2005,8.592,5.191923312,0.820461571,0.541448594,,21.08283836,0.954715966,,,,,,,,3.096902934,,0,,,,,7.815,,460,,,4.57629,13,5.48832,,,,,,,,,,,,,,
24,,9,2005,6.249,0.217174089,,0.617788708,,7.537769215,0.882873386,,,,,,,,1.611005631,,,,,,,8.301,,,,,5.79233,,10.04847,,,,,,,,,,,,,,
27,,9,2005,3.028,1.105040367,1.090255731,0.556666128,,18.05606047,0.947523256,,,,,,,,1.768507387,,0.532,,,,,8.399,,426,,,,13.5,1.8402,,,,,,,,,,,,,,
28,,9,2005,2.858,2.086611307,1.130122262,0.560632284,,17.14114556,0.944876689,,,,,,,,1.983885482,,0.48,,,,,8.294,,394,,,0,14,10.04847,,,,,,,,,,,,,,
30,,9,2005,4.639,3.594559716,1.115727112,0.616338505,,10.13743725,0.910212738,,,,,,,,2.567628027,,,,,,,8.261,,382,,,,17,14.30461,,,,,,,,,,,,,,
31,,9,2005,11.39,6.961338869,1.025412095,0.582756612,,12.70219684,0.927019002,,,,,,,,2.491484247,,0,,,,,8.339,,572,,,9.44045,19.5,28.745085,,,,,,,,,,,,,,
32,,9,2005,3.941,3.206272747,1.027989723,0.661768186,,10.39943704,0.91227637,,,,,,,,2.627828659,,0.193,,,,,8.328,,489,,,0.01614,16,9.896465,,,,,,,,,,,,,,
33,,9,2005,2.437,1.705381167,1.507838652,0.559567979,,12.29846709,0.924803363,,,,,,,,2.334310409,,,,,,,8.439,,392,,,0,15,5.336315,,,,,,,,,,,,,,
34,,9,2005,4.321,2.545612077,1.357073962,0.678518528,,12.73756287,0.927206885,,,,,,,,2.290120846,,0.0084,,,,,8.403,,546,,,,16,7.768395,,,,,,,,,,,,,,
35,,9,2005,6.012,4.298614313,0.970172731,0.613721239,,13.73727443,0.932144848,,,,,,,,2.309039872,,0.0626,,,,,8.302,,622,,,,16,13.69659,,,,,,,,,,,,,,
37,,9,2005,3.03,1.737612046,1.323344281,0.58122039,,12.8195372,0.927638677,,,,,,,,1.602072193,,0.31,,,,,8.348,,268,,,3.512255,16,8.984435,,,,,,,,,,,,,,
38,,9,2005,6.187,5.006181049,1.068270241,0.548806531,,15.62687425,0.939856404,,,,,,,,2.988445846,,0.0845,,,,,8.397,,355,,,2.600225,18,6.856365,,,,,,,,,,,,,,
1,,7,2006,15.84063765,12.65,0.88484324,0.499008869,1.48624456,21.36519092,0.955287661,,,,,,,,3.2896403,0.911053,0.762,,,,,7.47,,387,,541.103505,31.867056,,48.50180988,0.6,,,,,,,,,,,,,
2,,7,2006,11.09811381,7.46,0.88445356,0.570115398,1.302909489,19.00042595,0.950001065,,,,,,,,2.894185494,2.0101131,0.0936,,,,,7.76,,457,,1030.972043,27.56183,,42.47297468,0,,,,,,,,,,,,,
3,,7,2006,8.955675248,7.51,0.90431761,0.50788114,1.388752077,20.48643455,0.953459007,,,,,,,,3.415711172,5.3832143,0.0446,,,,,7.95,,322,,408.063447,19.177969,,13.72006836,1.6,,,,,,,,,,,,,
4,,7,2006,15.73844897,11.64,0.910164197,0.506279805,1.376705228,26.35494172,0.963443534,,,,,,,,3.2830427,3.7886428,,,,,,7.6,,430,,680.678432,12.380244,,29.71966946,1.8,,,,,,,,,,,,,
5,,7,2006,18.46803198,,,,1.26680612,,,,,,,,,,,1.9728438,0.02,,,,,7.8,,430,,766.24822,19.63115,,29.48779118,0,,,,,,,,,,,,,
6,,7,2006,15.93886212,12.77,0.879256151,0.540432308,1.394364997,21.94303193,0.956413782,,,,,,,,3.345910116,2.8902791,1.67,,,,,8.17,,457.7,,1027.149761,45.915688,,41.77733985,2.4,,,,,,,,,,,,,
7,,7,2006,18.35306972,16.49,0.834928943,0.505855635,1.429006783,27.64287473,0.965087303,,,,,,,,3.580327489,1.75778,0.37,,,,,7.73,,416.9,,744.547524,17.365242,,40.15419191,2.4,,,,,,,,,,,,,
8,,7,2006,17.90026814,16.27,0.816549152,0.49973818,1.478361277,28.47357216,0.9660713,,,,,,,,3.634023774,2.2160502,0.279,,,,,7.74,,368,,766.988016,22.576831,,61.48699338,0,,,,,,,,,,,,,
9,,7,2006,11.4989401,8.29,0.9182495,0.560111943,1.381722124,17.96896827,0.94728232,,,,,,,,3.09419822,1.5108432,1.27,,,,,7.71,,463.1,,557.872224,14.646152,,31.11093912,0,,,,,,,,,,,,,
10,,7,2006,10.34887697,4.85,0.920452324,0.628083667,1.355131788,14.66548883,0.936165414,,,,,,,,2.592551837,3.1446048,0.0342,,,,,8.09,,417,,1593.710529,12.153653,,34.12535672,15.6,,,,,,,,,,,,,
11,,7,2006,6.095713576,1.97,1.087723791,0.671946557,1.315496207,8.166374451,0.890905613,,,,,,,,2.153972597,2.6226952,1.759,,,,,7.96,,241.7,,410.406136,15.325924,,42.70485296,4.6,,,,,,,,,,,,,
12,,7,2006,4.026392779,2.52,0.840458807,0.549830754,1.363246737,20.84778817,0.954228776,,,,,,,,2.764260868,0.2993393,0.314,,,,,8.27,,379.4,,1093.73144,9.661154,,18.12575562,0,,,,,,,,,,,,,
13,,7,2006,8.538111154,6.73,0.832549061,0.543256302,1.368735083,12.9036191,0.928076281,,,,,,,,3.380138708,3.0593422,0.2195,,,,,8.29,,377,,666.745599,11.247289,,26.93713014,5.4,,,,,,,,,,,,,
14,,7,2006,12.37106764,5.76,0.970270641,0.669110865,1.406878555,10.49712889,0.913021763,,,,,,,,2.35630431,43.8667126,,,,,,8.11,,,,767.481214,56.565457,,173.9479576,9.6,,,,,,,,,,,,,
15,,7,2006,20.56598323,13.71,0.860013601,0.572895222,,21.89183524,0.956316303,,,,,,,,3.146457881,2.5054768,0.0001,,,,,7.88,,674,,1113.089447,65.4025,,129.1954502,3.2,,,,,,,,,,,,,
16,,7,2006,5.849051242,3.41,0.906030468,0.564560476,,17.52931329,0.946031459,,,,,,,,2.653421787,3.9325053,0.4228,,,,,8.18,,621,,1236.758751,12.606834,,48.50180988,1,,,,,,,,,,,,,
17,,7,2006,21.05358181,17.7,0.872193749,0.513150067,,24.34969167,0.960551788,,,,,,,,3.493942298,2.913373,,,,,,7.88,,466,,1024.560474,76.505451,,121.7753453,1.4,,,,,,,,,,,,,
18,,7,2006,9.451202259,7.4,0.863289979,0.531813857,1.438055064,18.440083,0.94855989,,,,,,,,3.259902725,3.5420922,1.0071,,,,,7.96,,428,,645.168204,32.093647,,55.69003646,1.6,,,,,,,,,,,,,
19,,7,2006,14.40647237,10.31,0.932953999,0.541215345,,12.94667427,0.928298318,,,,,,,,3.188844488,6.8375702,,,,,,7.9,,369,,718.53135,15.099334,,41.77733985,3.2,,,,,,,,,,,,,
22,,7,2006,5.824385009,4.12,0.957460508,0.60871273,,7.496502845,0.882304518,,,,,,,,3.049248972,1.0756992,,,,,,8.07,,125.8,,271.571005,15.552515,,20.67641667,0.2,,,,,,,,,,,,,
23,,7,2006,8.265020712,5.04,0.848560933,0.552666427,,18.64335198,0.949092192,,,,,,,,2.87839569,0.9882826,0.0976,,,,,7.83,,382.6,,293.641599,11.47388,,14.87945975,1,,,,,,,,,,,,,
24,,7,2006,5.73276757,2.44,1.083706928,0.621831679,,8.055658544,0.889571808,,,,,,,,2.417680436,2.8418637,,,,,,,,,,254.555687,,,27.16900842,1.6,,,,,,,,,,,,,
27,,7,2006,3.058683586,1.96,1.021349972,0.583411544,,11.76572708,0.921665253,,,,,,,,2.64165932,1.0810033,1.023,,,,,8.56,,467,,1042.932085,7.621836,,43.40048779,2.2,,,,,,,,,,,,,
28,,7,2006,3.047671874,1.71,0.876050694,0.582171375,,15.07784613,0.937802614,,,,,,,,2.526518706,1.2826937,0.5166,,,,,8.51,,407,,764.275429,15.552515,,50.35683609,4.4,,,,,,,,,,,,,
29,,7,2006,17.98175481,11.78,0.894262911,0.538709651,,20.66876142,0.953850616,,,,,,,,3.0853496,17.6857874,0.0043,,,,,7.92,,638,,855.763588,19.40456,,18.82139045,4,,,,,,,,,,,,,
30,,7,2006,7.466010937,5.02,0.949810197,0.578455506,,14.89627791,0.937092192,,,,,,,,2.850250312,5.1603511,0.5085,,,,,8.14,,377,,771.796693,22.803422,,42.47297468,2.6,,,,,,,,,,,,,
31,,7,2006,15.4252759,12.06,0.931229196,0.520115019,,16.03406164,0.941294095,,,,,,,,3.339972674,2.0892883,0.2886,,,,,7.82,,382,,588.327178,13.739789,,23.69083426,0,,,,,,,,,,,,,
32,,7,2006,5.262347261,2.63,0.9697598,0.652095815,,13.42630673,0.930682189,,,,,,,,2.403870245,8.9642578,0.5522,,,,,8.32,,574,,1505.674754,10.340926,,36.21226121,4.8,,,,,,,,,,,,,
33,,7,2006,2.945483193,1.75,0.935673804,0.62979253,,9.881983232,0.908104986,,,,,,,,2.743183196,1.9550027,1.67,,,,,8.51,,455.5,,968.212646,6.942063,,46.64678366,2.6,,,,,,,,,,,,,
34,,7,2006,5.071183952,2.38,1.01650126,0.685901472,,12.4352005,0.925568658,,,,,,,,2.30123776,3.4498716,0.07,,,,,8.12,,626,,819.020365,11.700471,,24.15459082,6.4,,,,,,,,,,,,,
35,,7,2006,6.613704478,3.97,0.976476912,0.614060341,,20.29682094,0.953044635,,,,,,,,2.689869204,3.7972451,0.0545,,,,,8.38,,,,576.243836,17.138651,,55.92191473,12.4,,,,,,,,,,,,,
36,,7,2006,13.17756538,9.59,0.87385428,0.54480217,,24.20373623,0.960323343,,,,,,,,3.150809638,1.8360826,0.0309,,,,,7.86,,612,,582.038908,20.310923,,34.82099155,0.8,,,,,,,,,,,,,
37,,7,2006,5.421356373,4.32,0.960509918,0.6083452,,19.16992058,0.950421223,,,,,,,,3.16157043,1.3249373,0.8784,,,,,8.23,,437,,875.98469,18.045015,,72.84902894,3,,,,,,,,,,,,,
38,,7,2006,6.652906171,5.22,0.933385852,0.568003538,,13.93389067,0.933038213,,,,,,,,3.174552513,2.7461176,0.3595,,,,,8.15,,415,,350.605924,13.513198,,22.06768633,2.8,,,,,,,,,,,,,
39,,7,2006,8.765833345,4.8,0.966620278,0.627727879,,17.6161473,0.946283193,,,,,,,,2.61811959,4.4286841,0.0143,,,,,8.74,,619,,545.788883,18.271605,,67.51582857,9,,,,,,,,,,,,,
40,,7,2006,3.491664076,9.59,0.87385428,0.664505508,,11.69515942,0.921229819,,,,,,,,11.89117827,2.5867989,,,,,,8.57,,481,,1271.159285,8.528199,,378.4645977,3.8,,,,,,,,,,,,,
41,,7,2006,8.809439721,,,,,,,,,,,,,,,4.7396214,0.001,,,,,7.96,,1806,,953.786615,29.374557,,48.03805332,7.2,,,,,,,,,,,,,
42,,7,2006,12.53624331,,,,,,,,,,,,,,,17.3780676,,,,,,7.78,,771,,972.774724,167.594969,,24.85022565,4.8,,,,,,,,,,,,,
43,,7,2006,6.725142997,,,,,,,,,,,,,,,1.6334958,1.38,,,,,7.92,,371,,297.340581,21.443877,,,4.2,,,,,,,,,,,,,
44,,7,2006,4.510908079,9.59,0.867860151,0.589331944,,5.741166034,0.851657711,,,,,,,,9.24869212,0.3865278,0.2615,,,,,,,354.9,,421.009885,11.700471,,,1.8,,,,,,,,,,,,,
1,,6,2006,15.49795467,,,,,,,,,,,,,,,1.4823719,,,,,,8.63,,372.5,,560.596,16.485886,,22.55946757,1.8,,,,,,,,,,,,,
2,,6,2006,11.77218368,,,,,,,,,,,,,,,3.6253741,0.1505,,,,,7.89,,368.8,,938.74,5.675076,,17.2891973,8.2,,,,,,,,,,,,,
3,,6,2006,13.37659381,,,,,,,,,,,,,,,,0.0342,,,,,7.86,,283.5,,375.06,5.539941,,5.945345946,0.6,,,,,,,,,,,,,
4,,6,2006,16.70650164,,,,,,,,,,,,,,,1.6978492,,,,,,7.72,,398.5,,619.668,11.621022,,10.53994054,1.8,,,,,,,,,,,,,
5,,6,2006,20.73732013,,,,,,,,,,,,,,,0.4758432,0.0332,,,,,7.8,,414.8,,707.548,6.756157,,12.55946757,0.6,,,,,,,,,,,,,
6,,6,2006,14.68527087,,,,,,,,,,,,,,,1.9432652,1.2741,,,,,8.36,,431,,1182.1,8.783184,,14.04595405,5.4,,,,,,,,,,,,,
7,,6,2006,18.64529972,,,,,,,,,,,,,,,0.8026748,0.1287,,,,,8.04,,422.8,,621.54,8.648049,,13.91081892,0.6,,,,,,,,,,,,,
8,,6,2006,16.24497176,,,,,,,,,,,,,,,6.1612271,0.1422,,,,,8.28,,418.5,,772.652,12.431832,,17.55946757,15.2,,,,,,,,,,,,,
9,,6,2006,15.43601373,,,,,,,,,,,,,,,1.6334691,,,,,,7.92,,461,,613.636,8.918319,,14.04595405,0.6,,,,,,,,,,,,,
10,,6,2006,13.85628683,,,,,,,,,,,,,,,1.9831114,0.0865,,,,,8.38,,444,,1177.94,7.431832,,11.08048108,8,,,,,,,,,,,,,
11,,6,2006,7.041851682,,,,,,,,,,,,,,,1.553675,1.863,,,,,8.24,,223.2,,354.26,8.242643,,14.72162973,5.4,,,,,,,,,,,,,
12,,6,2006,5.985129885,,,,,,,,,,,,,,,1.6420405,0.4516,,,,,8.7,,337.3,,1197.284,7.296697,,4.9994,3,,,,,,,,,,,,,
13,,6,2006,8.884245438,,,,,,,,,,,,,,,1.7894023,0.2406,,,,,8.59,,340.8,,573.388,7.566968,,13.50541351,4,,,,,,,,,,,,,
14,,6,2006,14.95352638,,,,,,,,,,,,,,,60.6583374,,,,,,8.04,,776,,3288.308,35.810211,,102.2891973,20.6,,,,,,,,,,,,,
15,,6,2006,28.48552663,,,,,,,,,,,,,,,2.1262351,0.1031,,,,,7.84,,895,,1592.692,20.404805,,43.10000811,6,,,,,,,,,,,,,
16,,6,2006,13.7598825,,,,,,,,,,,,,,,1.7162656,0.7744,,,,,8.15,,607,,1075.5,12.837238,,18.91081892,5.2,,,,,,,,,,,,,
17,,6,2006,24.23675053,,,,,,,,,,,,,,,1.6224669,,,,,,8.06,,403,,921.684,16.891292,,44.31622432,2.2,,,,,,,,,,,,,
18,,6,2006,8.371486205,,,,,,,,,,,,,,,2.3855244,0.9367,,,,,8.5,,449.5,,875.092,9.864265,,17.2891973,2,,,,,,,,,,,,,
19,,6,2006,13.2652864,,,,,,,,,,,,,,,7.2435123,,,,,,8,,390.7,,708.484,8.242643,,19.18108919,1,,,,,,,,,,,,,
22,,6,2006,6.581253243,,,,,,,,,,,,,,,2.4551649,,,,,,7.99,,109.2,,276.884,4.593995,,7.694602703,2.4,,,,,,,,,,,,,
23,,6,2006,8.295573621,,,,,,,,,,,,,,,0.9354599,0.2257,,,,,8.1,,653.6,,250.676,5.810211,,7.289197297,5,,,,,,,,,,,,,
24,,6,2006,6.013073167,,,,,,,,,,,,,,,,,,,,,,,,,318.172,,,6.891291892,1.6,,,,,,,,,,,,,
27,,6,2006,6.013073167,,,,,,,,,,,,,,,0.4947707,1.1606,,,,,8.42,,448.6,,991.884,5.26967,,19.85676486,1.6,,,,,,,,,,,,,
28,,6,2006,3.759913159,,,,,,,,,,,,,,,1.0997793,0.6237,,,,,8.38,,352,,805.412,5.675076,,21.07298108,2.6,,,,,,,,,,,,,
29,,6,2006,24.26702242,,,,,,,,,,,,,,,3.7936947,0.2173,,,,,8.24,,425.5,,868.748,13.107508,,15.53244054,3.2,,,,,,,,,,,,,
30,,6,2006,10.19059389,,,,,,,,,,,,,,,1.5770652,0.5947,,,,,8.18,,580,,1157.868,11.350751,,18.64054865,5.6,,,,,,,,,,,,,
31,,6,2006,15.30607746,,,,,,,,,,,,,,,0.4786092,,,,,,8.61,,393,,528.772,7.972373,,5.539940541,1.8,,,,,,,,,,,,,
32,,6,2006,8.826961709,,,,,,,,,,,,,,,1.5811971,1.4352,,,,,8.17,,626,,2385.588,6.756157,,15.66757568,23.2,,,,,,,,,,,,,
33,,6,2006,5.898505709,,,,,,,,,,,,,,,1.5813873,2.4129,,,,,8.41,,460,,900.468,5.134535,,14.85676486,2.8,,,,,,,,,,,,,
34,,6,2006,4.879973064,,,,,,,,,,,,,,,1.4620375,0.403,,,,,8.17,,692,,5113.716,7.026427,,13.37027838,12.8,,,,,,,,,,,,,
35,,6,2006,11.51184543,,,,,,,,,,,,,,,3.4710429,0.6771,,,,,8.16,,692,,1935.684,12.431832,,6.485886486,23,,,,,,,,,,,,,
36,,6,2006,14.79518112,,,,,,,,,,,,,,,0.8965441,0.1352,,,,,7.74,,578,,570.372,6.891292,,17.6946027,0.8,,,,,,,,,,,,,
37,,6,2006,4.074275087,,,,,,,,,,,,,,,2.2651611,0.6137,,,,,8.54,,385.3,,899.012,7.566968,,6.080481081,4,,,,,,,,,,,,,
38,,6,2006,8.195909247,,,,,,,,,,,,,,,1.7013911,0.2122,,,,,8.37,,373,,330.34,9.458859,,7.431832432,1.8,,,,,,,,,,,,,
39,,6,2006,5.791855514,,,,,,,,,,,,,,,1.2807944,,,,,,8.41,,496,,922.412,17.566968,,10.39730541,1.4,,,,,,,,,,,,,
40,,6,2006,5.969761079,,,,,,,,,,,,,,,1.2551491,1.165,,,,,8.58,,499,,1227.86,6.080481,,39.85676486,1.8,,,,,,,,,,,,,
41,,6,2006,4.50227303,,,,,,,,,,,,,,,1.334519,0.0073,,,,,8.24,,794,,5552.596,7.84,,18.10000811,5.4,,,,,,,,,,,,,
42,,6,2006,4.89208182,,,,,,,,,,,,,,,2.9403278,,,,,,7.96,,810,,5789.196,10.810211,,4.9994,15.82417582,,,,,,,,,,,,,
43,,6,2006,7.494998579,,,,,,,,,,,,,,,1.7371699,1.0143,,,,,7.88,,357.1,,353.428,11.215616,,,5.4,,,,,,,,,,,,,
44,,6,2006,5.50217682,,,,,,,,,,,,,,,0.880694,0.2594,,,,,8.36,,326.5,,398.98,10.134535,,,3.6,,,,,,,,,,,,,
