Sample Name,Month,Date,Year,DOC (mg/L),A350,BA,C1,C2,C3,C4,C5,C6,C7,E280,E280_oldmeth,FI,HIX,HIX.OHNO,SR,SUVA254,Chla,Discharge,DO,FieldNotes,NH4,NO3,pH,Salinity,SpCond,SRP,TDN,TDP,Temp,Time,TP,TSS,DIC,,
18,August,,2005,6.822,3.798855119,0.645626247,NA,NA,NA,NA,NA,NA,NA,181.3199343,1.509653345,NA,9.942912736,0.908616652,1.250018693,1.746631753,,0.415175775,,,,,8.26,,330,,0.691,6.39855,21,,27.22029,,,,
19,August,,2005,11.098,4.771182019,0.676442715,NA,NA,NA,NA,NA,NA,NA,183.3081813,1.526207309,NA,7.422210451,0.881266325,1.126597528,2.032304507,,NA,,,,,7.85,,281,,0.849,5.86959,22.5,,18.266435,,,,
20,August,,2005,21.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,6,,191,,0.861,2.14241,21,,22.83465,,,,
21,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
22,August,,2005,7.021,4.032167594,0.603548928,NA,NA,NA,NA,NA,NA,NA,205.832154,1.713739865,NA,9.043694959,0.900435049,1.25568592,2.271590129,,NA,,,,,6.84,,102,,0.693,2.14241,24,,2.988665,,,,
23,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA,,354,,,5.638525,20,,9.594085,,,,
24,August,,2005,6.505,2.497027835,0.671847925,NA,NA,NA,NA,NA,NA,NA,166.1192944,1.383094194,NA,9.39489339,0.903798917,1.193190175,1.841715778,,NA,,,,,7.37,,172,,0.737,4.27048,22,,7.579385,,,,
25,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
26,August,,2005,6.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,7.4,,49,,0.747,6.246545,19,,8.012895,,,,
27,August,,2005,3.816,1.771641174,0.620975072,NA,NA,NA,NA,NA,NA,NA,169.0701537,1.407662781,NA,14.23866699,0.934377462,0.817645075,1.848787886,,NA,,,,,8.44,,480,,0.989,14.91083,15,,2.63158,,,,
28,August,,2005,4.014,2.584184117,0.58257111,NA,NA,NA,NA,NA,NA,NA,193.022503,1.607087872,NA,12.74555483,0.927249208,1.154244911,1.976627832,,NA,,,,,8.06,,535,,0.91,0.62236,18,,5.09423,,,,
29,August,,2005,14.793,10.74472133,0.55940947,NA,NA,NA,NA,NA,NA,NA,268.0253351,2.231554656,NA,17.77199961,0.94672917,0.887454258,2.926703267,,NA,,,,,7.62,,565,,1.303,6.550555,22,,18.905025,,,,
30,August,,2005,6.151,5.526469025,0.568575369,NA,NA,NA,NA,NA,NA,NA,240.0409105,1.998558873,NA,12.89627153,0.928038251,1.704475122,2.37519142,,0.144315535,,,,,8.02,,345,,0.95,7.9186,19,,19.147895,,,,
31,August,,2005,13.369,8.000199189,0.609835315,NA,NA,NA,NA,NA,NA,NA,238.0775983,1.982212513,NA,13.33841512,0.930257285,1.001285669,2.634218407,,NA,,,,,7.84,,420,,0.944,9.13464,25,,13.805215,,,,
32,August,,2005,5.664,2.874732564,0.618090375,NA,NA,NA,NA,NA,NA,NA,190.3121808,1.584521975,NA,10.056878,0.909558557,1.160253637,2.087699958,,NA,,,,,8.06,,462,,1.438,8.5,18,,13.508425,,,,
33,August,,2005,4.318,1.900995707,0.583894292,NA,NA,NA,NA,NA,NA,NA,168.7746014,1.40520204,NA,15.55289981,0.939587624,1.029877873,1.849080386,,NA,,,,,8.31,,349,,0.941,2.14241,18,,11.239,,,,
34,August,,2005,6.245,2.503397966,0.671168302,NA,NA,NA,NA,NA,NA,NA,156.4897329,1.302919338,NA,9.092498263,0.900916505,1.170256609,1.711246015,,0.01248,,,,,7.73,,530,,0.863,1.53439,23,,27.303935,,,,
35,August,,2005,5.762,2.824650874,0.694355985,NA,NA,NA,NA,NA,NA,NA,196.4537561,1.635656174,NA,11.50330883,0.920021171,1.02314775,2.118706052,,0.01,,,,,8.03,,532,,0.713,4.57449,19,,15.99358,,,,
36,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
37,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,,NA,,415,,,NA,16,,NA,,,,
38,August,,2005,6.295,4.432712537,0.568219149,NA,NA,NA,NA,NA,NA,NA,256.292741,2.133870141,,14.07878513,0.93368166,0.921705952,2.623676876,,0.14,,,,,8.33,,687,,0.611,5.18251,21,,9.07693,,,,
39,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
40,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
41,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
42,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
43,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
44,August,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
45,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
46,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
47,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
48,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
49,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
50,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
51,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
52,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
54,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55.5,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
56,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,August,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
1,July,,2005,6.687,4.106384779,0.602793359,NA,NA,NA,NA,NA,NA,NA,229.4202025,1.91013182,1.377954047,9.323646742,0.903135004,1.141395084,2.428550632,,NA,,,,,8.23,,335,,,18.25674,27,,27.37704,,,,
2,July,,2005,13.56,9.180737407,0.573959731,NA,NA,NA,NA,NA,NA,NA,280.6104961,2.336337567,NA,15.04585268,0.9376786,0.84134046,3.15492163,,0.09,,,,,7.87,,449,,,21.21823478,25,,65.530295,,,,
3,July,,2005,8.7,3.9640045,0.516786596,NA,NA,NA,NA,NA,NA,NA,222.6904039,1.854100126,1.356229171,16.48517207,0.942808684,0.531937702,2.463295529,,0,,,,,7.88,,320,,,3.208245,27,,4.57629,,,,
4,July,,2005,20.27,11.28468653,0.540140882,NA,NA,NA,NA,NA,NA,NA,251.9344756,2.097583618,NA,14.35557945,0.934877091,0.762961362,2.854038142,,NA,,,,,8.12,,NA,,,9.097690972,NA,,26.921025,,,,
5,July,,2005,21.42,14.40487999,0.507527527,NA,NA,NA,NA,NA,NA,NA,292.1643707,2.43253408,NA,19.69209975,0.951672377,0.825612226,3.356903823,,NA,,,,,7.91,,725,,,10.735,26,,41.817515,,,,
6,July,,2005,12.09,6.919344764,0.580921514,NA,NA,NA,NA,NA,NA,NA,268.7523577,2.23760778,NA,12.94647402,0.928297289,0.763948,3.050952139,,0.1934,,,,,8.16,,402,,,4.57629,30,,22.056865,,,,
7,July,,2005,22.15,17.68965936,0.52682091,NA,NA,NA,NA,NA,NA,NA,307.5769071,2.560857461,1.431919633,20.88627982,0.954309275,0.946414673,3.49088003,,0,,,,,8.3,,505,,,10.9605,28,,36.345335,,,,
8,July,,2005,14.89,12.40465665,0.535210295,NA,NA,NA,NA,NA,NA,NA,304.4054237,2.534451978,NA,18.24292734,0.948032855,0.992089682,3.396327955,,NA,,,,,7.91,,677,,,21.90486,31,,38.92942,,,,
9,July,,2005,11.54,5.429767924,0.650845782,NA,NA,NA,NA,NA,NA,NA,220.9569962,1.839667931,1.370301044,10.99058765,0.916601252,0.808659684,2.553128347,,NA,,,,,7.97,,390,,,4.424285,30,,14.456615,,,,
10,July,,2005,5.998,2.92165825,NA,NA,NA,NA,NA,NA,NA,NA,212.0259995,1.765309261,NA,NA,NA,1.468555714,2.515559328,,0.0071589,,,,,8.27,,358,,,5.336315,29,,53.82591,,,,
11,July,,2005,7.318,2.939425291,NA,NA,NA,NA,NA,NA,NA,NA,187.2029897,1.558635131,1.281287463,NA,NA,1.526228588,2.14622737,,1.748775749,,,,,8.05,,193,,,10.200475,20,,19.928795,,,,
12,July,,2005,5.899,4.723502304,NA,NA,NA,NA,NA,NA,NA,NA,358.824545,2.987540652,NA,NA,NA,0.622975899,4.015963537,,0.225567972,,,,,8.29,,332,,,2.819220109,20,,9.13644,,,,
13,July,,2005,7.882,7.708120055,0.523227089,NA,NA,NA,NA,NA,NA,NA,329.7754425,2.745680456,NA,18.20691789,0.947935426,1.12548721,3.604176599,,0.140208249,,,,,8.36,,312,,,1.992205,25,,8.22441,,,,
14,July,,2005,12.51,5.883887896,0.686303301,NA,NA,NA,NA,NA,NA,NA,213.624889,1.77862147,NA,10.64306531,0.914111965,1.02410545,2.487387785,,NA,,,,,8.37,,590,,,67.81037,29,,151.869135,,,,
15,July,,2005,12.69,6.67239366,0.592219788,NA,NA,NA,NA,NA,NA,NA,265.6966891,2.212166561,NA,18.65227844,0.949115315,0.589610244,3.097378003,,0.0035,,,,,7.67,,667,,,79.97077,23,,152.781165,,,,
16,July,,2005,7.324,3.888097923,NA,NA,NA,NA,NA,NA,NA,NA,246.3379355,2.050987332,NA,NA,NA,0.830753741,2.78828934,,0.123016288,,,,,7.93,,350,,,12.86166295,27,,37.257365,,,,
17,July,,2005,25.24,26.40340889,0.517813738,NA,NA,NA,NA,NA,NA,NA,399.8970283,3.329506426,NA,20.6916832,0.953899382,0.851831449,4.588090681,,NA,,,,,7.52,,401,,,64.77027,32,,288.977645,,,,
18,July,,2005,6.86,1.637271691,0.648559006,NA,NA,NA,NA,NA,NA,NA,190.9095231,1.589495392,NA,7.365288109,0.880458391,NA,2.26490841,,0.219725286,,,,,8.07,,354,,,15.368645,32,,24.792955,,,,
19,July,,2005,11.83,3.735771421,0.657623299,NA,NA,NA,NA,NA,NA,NA,209.8481972,1.747177077,NA,10.70856708,0.914592452,0.354270388,2.496683975,,NA,,,,,8.09,,309,,,3.737659783,28,,28.59308,,,,
20,July,,2005,19.72,24.67880844,NA,NA,NA,NA,NA,NA,NA,NA,402.8668646,3.354233014,NA,NA,NA,0.681569759,4.295747547,,0,,,,,5.13,,18.9,,,7.464385,19,,26.008995,,,,
21,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
22,July,,2005,6.36,5.03095902,NA,NA,NA,NA,NA,NA,NA,NA,260.5646906,2.169438006,NA,NA,NA,1.425552401,2.934637157,,NA,,,,,7.49,,86.8,,,0,26,,3.816265,,,,
23,July,,2005,9.222,9.860475267,NA,NA,NA,NA,NA,NA,NA,NA,332.8987208,2.771684588,NA,NA,NA,1.371815727,3.610258997,,NA,,,,,7.9,,364,,,5.336315,22,,9.592455,,,,
24,July,,2005,6.82,5.610220293,NA,NA,NA,NA,NA,NA,NA,NA,248.4950482,2.068947257,NA,NA,NA,1.827263426,2.709220952,,NA,,,,,8.31,,NA,,,7.61639,26,,13.848595,,,,
25,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
26,July,,2005,1.255,8.253698415,NA,NA,NA,NA,NA,NA,NA,NA,1861.773192,15.50095491,NA,NA,NA,0.871113954,19.697502,,NA,,,,,7.17,,32.6,,,5.336315,21,,12.936565,,,,
27,July,,2005,4.204,4.896189613,0.607603537,NA,NA,NA,NA,NA,NA,NA,306.5392028,2.552217629,NA,11.65184476,0.920960143,1.394518728,3.202392058,,NA,,,,,8.46,,416,,,29.2,21,,6.09634,,,,
28,July,,2005,5.633,6.931722658,NA,NA,NA,NA,NA,NA,NA,NA,320.5068548,2.668511035,NA,NA,NA,1.455380215,3.325354635,,0.37825403,,,,,8.21,,329,,,1.563327391,23,,26.313005,,,,
29,July,,2005,10.05,8.436417639,0.61222037,NA,NA,NA,NA,NA,NA,NA,309.5663434,2.577421327,NA,15.2312196,0.938390335,1.181726302,3.519378203,,NA,,,,,7.83,,472,,,0.168145,24,,16.888695,,,,
30,July,,2005,6.769,6.341108459,NA,NA,NA,NA,NA,NA,NA,NA,302.9635066,2.522446707,NA,NA,NA,1.270407649,3.216788545,,0.091264721,,,,,8.02,,635,,,16.73980795,24,,31.481175,,,,
31,July,,2005,17.56,15.52060384,NA,NA,NA,NA,NA,NA,NA,NA,312.9480711,2.605577286,NA,NA,NA,1.156686444,3.457893152,,NA,,,,,8.05,,316,,,5.944335,28,,46.073655,,,,
32,July,,2005,12.83,11.71454191,NA,NA,NA,NA,NA,NA,NA,NA,327.4737352,2.726516649,NA,NA,NA,0.866947591,3.596872581,,1.20498375,,,,,7.85,,328,,,7.61639,23,,106.11563,,,,
33,July,,2005,9.761,6.666073045,0.585346886,NA,NA,NA,NA,NA,NA,NA,257.9830074,2.147943146,NA,14.03593782,0.933492675,0.926685556,2.86849772,,NA,,,,,8.12,,340,,,0.331341991,23,,29.2011,,,,
34,July,,2005,4.764,3.020551313,NA,NA,NA,NA,NA,NA,NA,NA,223.2186229,1.85849803,NA,NA,NA,1.965623729,2.537199394,,0.014836122,,,,,8.09,,474,,,2.48594881,27,,23.272905,,,,
35,July,,2005,8.531,4.396635337,0.61444571,NA,NA,NA,NA,NA,NA,NA,244.9252937,2.039225804,NA,14.19456042,0.934186974,0.712618378,2.844133389,,0.00988428,,,,,8.18,,580,,,5.79233,26,,45.769645,,,,
36,July,,2005,2.062,1.285331529,NA,NA,NA,NA,NA,NA,NA,NA,249.6112095,2.078240315,NA,NA,NA,1.408614657,2.838020431,,0,,,,,7.64,,NA,,,7.28496381,26,,42.729545,,,,
37,July,,2005,2.731,0.916307152,0.566965132,NA,NA,NA,NA,NA,NA,NA,167.8378627,1.397402839,,11.15508931,0.917729934,NA,1.897830008,,0.58865562,,,,,8.44,,NA,,,8.895714318,24,,20.99283,,,,
38,July,,2005,5.347,2.828157215,NA,NA,NA,NA,NA,NA,NA,NA,244.7250077,2.037558241,,NA,NA,0.852567076,2.742003089,,0.151817337,,,,,8.36,,NA,,,12.78456,29,,39.23343,,,,
39,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
40,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
41,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
42,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
43,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
44,July,,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,,,NA,NA,,NA,NA,,NA,NA,,NA,,,,
45,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
46,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
47,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
48,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
49,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
50,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
51,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
52,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
54,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55.5,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
56,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,July,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
1,June,,2005,5.902,5.247770552,0.538332344,NA,NA,NA,NA,NA,NA,NA,333.9308165,2.780277723,1.411963642,14.41359707,0.935122217,1.344259115,3.599128476,,NA,,,,,7.69,,497,,,50.633805,NA,,90.155105,,,,
2,June,,2005,14.08,11.46888233,0.577050566,NA,NA,NA,NA,NA,NA,NA,279.0052662,2.322972568,1.390266686,17.94982605,0.947229067,1.032162531,2.979729873,,0.65,,,,,7.51,,515,,,34.67328,NA,,79.818765,,,,
3,June,,2005,16.66,15.94942883,0.484210309,NA,NA,NA,NA,NA,NA,NA,341.9846528,2.847333234,1.330195063,21.6728848,0.955894452,0.855310145,3.694615004,,NA,,,,,8.29,,331,,,4.728295,NA,,18.25674,,,,
4,June,,2005,15.32,11.49337018,0.540233792,NA,NA,NA,NA,NA,NA,NA,282.1949931,2.349529945,1.426745143,14.44419792,0.935250765,0.94824513,3.139813421,,NA,,,,,6.58,,420,,,25.096965,NA,,38.777415,,,,
5,June,,2005,18.83,19.56603481,0.515557523,NA,NA,NA,NA,NA,NA,NA,349.7165239,2.911708093,1.365922102,21.27370018,0.955104002,1.002698964,3.798970061,,0.0304,,,,,7.55,,580,,,15.064635,NA,,39.385435,,,,
6,June,,2005,9.142,6.400292445,0.597307516,NA,NA,NA,NA,NA,NA,NA,277.6521973,2.311707038,1.386115052,14.47308896,0.935371663,0.802228735,3.057349874,,2.328,,,,,8.1,,545,,,12.17654,NA,,24.184935,,,,
7,June,,2005,19.78,20.95181319,0.528563259,NA,NA,NA,NA,NA,NA,NA,374.7634708,3.120246703,1.432381844,23.14327122,0.958580592,0.866691513,4.086711147,,NA,,,,,7.64,,656,,,13.08857,NA,,32.54521,,,,
8,June,,2005,17.31,14.13012533,0.517735358,NA,NA,NA,NA,NA,NA,NA,327.4792078,2.726562214,1.535231243,22.27862769,0.957042141,0.642422626,3.597927517,,0.2779,,,,,7.7,,402,,,37.10536,17,,33.609245,,,,
9,June,,2005,9.321,4.910467256,0.593190426,NA,NA,NA,NA,NA,NA,NA,240.6667233,2.003769333,1.413977044,14.37598799,0.934963529,0.561967969,2.738669022,,NA,,,,,7.62,,408,,,4.8803,20,,23.880925,,,,
10,June,,2005,8.882,1.135602312,0.610052022,NA,NA,NA,NA,NA,NA,NA,187.993674,1.565218297,1.346480589,15.59279089,0.939732863,NA,2.317676459,,0.5601,,,,,7.95,,547,,,4.27228,NA,,28.137065,,,,
11,June,,2005,6.281,-1.966023426,0.638842603,NA,NA,NA,NA,NA,NA,NA,112.8337146,0.939443285,1.394866025,10.05703658,0.909559854,NA,1.520560942,,NA,,,,,7.05,,320,,,5.032305,NA,,17.800725,,,,
12,June,,2005,14.68,9.608935811,0.511338229,NA,NA,NA,NA,NA,NA,NA,293.7952685,2.446112787,1.388292038,20.33778749,0.953134785,0.386935156,3.269228141,,NA,,,,,7.88,,267,,,7.768395,NA,,32.2412,,,,
13,June,,2005,13.88,15.67889965,0.532582914,NA,NA,NA,NA,NA,NA,NA,372.7721461,3.103667114,NA,19.40722966,0.950997758,0.78607584,3.976625817,,3,,,,,7.83,,239,,,6.70436,21,,27.833055,,,,
14,June,,2005,9.084,4.699045902,0.631013146,NA,NA,NA,NA,NA,NA,NA,262.660848,2.186890423,NA,11.57297183,0.920464309,NA,3.069394463,,NA,,,,,7.75,,622,,,85.898965,19,,151.565125,,,,
15,June,,2005,20.14,14.83763127,0.555807092,NA,NA,NA,NA,NA,NA,NA,295.8204272,2.462974075,NA,23.44313239,0.959088713,0.633213673,3.322788708,,0.1904,,,,,7.68,,804,,,34.521275,16,,58.08205,,,,
16,June,,2005,14.02,11.85265391,0.544491384,NA,NA,NA,NA,NA,NA,NA,328.8463456,2.73794488,NA,19.94256413,0.952250355,0.735807559,3.673513118,,1.32,,,,,7.76,,472,,,19.928795,17,,38.473405,,,,
17,June,,2005,27.84,27.26682249,0.480799179,NA,NA,NA,NA,NA,NA,NA,360.3791945,3.000484522,NA,27.21653228,0.964559784,0.757904752,4.03077667,,NA,,,,,7.89,,242,,,53.065885,19,,67.658365,,,,
18,June,,2005,8.623,10.1054186,0.5422063,NA,NA,NA,NA,NA,NA,NA,390.0784891,3.247758158,NA,16.20035985,0.941861681,0.892649023,4.227695547,,NA,,,,,7.12,,415,,,16.43268,19,,22.664885,,,,
19,June,,2005,9.792,3.06901557,0.608999087,NA,NA,NA,NA,NA,NA,NA,201.1884105,1.675076478,NA,9.851598291,0.907847676,NA,2.350798169,,NA,,,,,7.96,,380,,,3.66426,NA,,20.99283,,,,
